SentPair1,SentPai2,SentPair3,SentPair4,Best,Worst
"['و هي شرح ل ""الحقيقة المدمجة"".', 'والتشكيلات التي ستشاهدونها ليست مسجلةمسبقا']","['كيف لك أن تفسر ذلك؟', 'فذلك يعود للموهبة والغريزة']","['أخبرني داني أنه كان يتدرب على شيء يدعى الإدراكالمتأخر المتوقع.', 'حسنا، في مرحلة ما قبل الوفاة، شرحداني أنك تقوم بالنظر إلى ما هو أمامك وتحاول معرفةالأشياء التى حدثت خطأ.']","['قلصوا من إنبعاثات الكربون الذي تسببونه بكلالاختيارات التي تقومون بها', 'هناك حاسبة كربون  ودعوة للمشاركة في الإنتاج ، مع مشاركتي الناشطة، معرواد البرمجة الحاسوبية في العالم حول علم الكربونالغامض لتصميم حاسبة كربون صديقة للمستهلك']",4,2
"['لكن كنت محظوظاً', 'حصلت على برنامجدراسي']","['ما نريد، وما نطمح إليه، هو الرمز.', 'من الصعب جداًأن يحصل، بطبيعة الحال']","['والذي استخدمناه كلاصق هو في الواقع كمية قليلة منروث البقر.', 'قمنا بعمل اختبارات جنباً الى جنب  وهنايمكنكم رؤية قوالب الفحم']","['انه شعر جميل , ولكنه لايمكن ان يكون صحيحا تماما', 'هل حقا لايوجد شيء جيد و آخر سيء']",1,4
"[' قررت استرداد ملكية الصوت وإدراجه فيأعمالي الفنية.', 'بدأت بإنشاء هيكل جديدللعمل.']","['ولهذا يجب أن نهتم بهذه المعضلة..', 'الفعالية فيميادين أخرى في النقل لها أهمية موازية كذلك لأهميةالسيارات والشاحنات']","['أدرس احتمالية العثور على أماكن ممكنة.', 'يُمكنكمالقول أنني أبحث عن عقار في الفضاء.']","['كان محكوماً علي بالإعدام مرتين، وكنت خائفاً جداً منالموت.', 'وكان يضحك دائماً، ويقول،  لا تقلق يا رجل،فإننا سننجو']",4,2
"['رفع الاداء الاقتصادي لبلدهم وتطوير اداءالشركات والمقاولات', 'وتابع المسوول عنقطاع التعليم برواندا قائلا قرر المسوولونتطبيق اصلاحات شاملة وجذرية للنظامالتعليمي للبلد وتوظيف خبرات']","['ولكن هذه واحده من الحالات العجيبة النادرة والتيفيها تكون ايضاً فائدة اقتصادية.', 'بامكان الناس انتصنع وقود الطهي بنفسها من ناتج المهملات']","['""ما وراء عصر المعلومات هو عصر من الخيارات.""', 'وانا اعتقد حقا ان هذا ما نحن فيه']","['أستطيع أن أسرع كل التسلسل. عبر تحريك الوتير فيجهة أو أخرى. ', 'لذا ليس لدي خطة لها مسبقا ، ولكنيمكنني أن الارتجال ، عبر جعلها أطول أو أكثر حسبحركتي.']",2,4
"['الآن ، يوجد سببان أساسيان يدعوان للقلقبالنسبة للنفط', 'كلاً من القدرة التنافسيه والأمن القومي في خطر']","['ساعد في حملة الاقناع الضخمة التي ستبدأ هذاالربيع.', 'يجب أن نغير عقلية الشعب الأمريكي']","['كل السيارات غير مناسبة', 'سأريكم الآن شيئاً غريبا']","['سنتعرض للفشل بين الحين والآخر.', 'تكمن الفكرة فيالتفكير مسبقاً فى ماهية هذه الإخفاقات لتضع ترتيباتقد تساعدك فى تقليل الأضرار أو تمنع وقوع أشياء سيئةفي المقام الأول']",2,4
"['فهي لا تصور كل صغيرة وكبيرة تحصلبالقسم.', 'لكنني أستطيع سماع الصوت  ورؤية الكثير']","['أعرف كيفية عمل المخ تحت الضغط.', 'أنا عالم أعصابمتدرب\xa0.']","['الشيء الواضح، الذي هو محور بقية محادثتي وهوالناس الآخرون.', 'يعاد توزيع نفس أنظمة التقييم هذهعندما نقوم بتقييم التفاعلات مع أشخاص آخرين']","['حسناً، سوف نبقيها على حالها', 'لكنني سوف أحظىبالضحكة الأخيرة']",2,4
"['أه، أريد إنهاء كل شيء', 'لا تنهوا كلشيء']","['لذا قررت ان ابتكر منهاج عمل يتناسب مع تلكالامكانيات', 'ستكون الاولى من نوعها على الاطلاق فيبريطانيا الاوركسترا العالمية للمعوقين']","['والآخر سيقول ربما من أجل الابحاث الصحية', 'والبعض سيقول من أجل دراسات تسويقية']","['قررت أن التزم بالصمت، تماما.', 'لقد كانت لحظةانهزام']",1,4
"['حسناً، لدينا هنا شخص ذكي ومتحذلق', 'حسناً، سوف نبقيها على حالها']","['إذا كنت مثل معظم الناس، فإن رؤية ذلك يعطيك شعوربالغبطة والفرح.', 'كما أنه في حين وصولك إلى أسفلالترتيب فقد يمنحك هذا شعور طفيف بالرهبة أو الغثيان']","['إذن كيف تتحرك من أسباب متعددة لتصل إلى حالةمتجانسة؟', 'والإجابة هي ما يقع في المنتصف أيالتنمية']","['هم يريدون فعلا استعادة عالمهم.', 'وقد حاولوا مراتومرات']",4,1
"['و أنا لست متأكدا بوجود فائدة جمة لها , ولكن قد تكون واقعية ,و فعلا فائدة جمة فيالمستقبل', 'إذا ماذا حدث ؟ المستهلكونأنتجوا موسيقى الراب']","['إذاً، البساطة وقابلية التنبؤ هما من خاصيات الأشياءالبسيطة.', 'ثانياً، وهذا تعبيرٌ مستقًى من صميم الواقع،هي رخيصة الثمن']","['أهملناكم أنتم كبشر.', 'أهملنا تحسين الحياةالطبيعية']","['هل يمكن لأثيوبيا فعل هذا؟', 'يبدو أنه طموح للغاية']",4,1
"['لأن هذا هو ما نحن عليه الآن.', 'هل منالممكن أن يحدث هذا؟']","['أجبتها: ""الأطفال يُقتلون هناك،', 'أشياء فظيعة تحدثهناك']","['الصين لوحدها ستنقل ما بين أربعمائة إلى ستمائةملايين نسمة إلى المدن في الخمس عشرة سنة القادمة.', 'الطائرات، في نصف القرن الماضي، قد حولت القارةوالدولة اليوم إلى حي صغير']","['حسنا، نحتاج إلى التحقّق للمرة الأخيرة.', 'إن كان لكإبهام حرّ، اربطه بالعقدة']",2,3
"['ورأي آخر: مسبب خطير للمشاكل .', 'منالذي يراه بطلاً ؟']","['نحن نتحدث هناعن أقلية ضئيلة يجب تقديمهم إلىالعدالة.', 'هذا الفيديو وغيره أجبر الجيش والشرطة علىبدء تحقيقات']","['بقي لدينا إنهاء القصة فقط.', 'إنه في غاية الأهمية']","['نعم , من الممكن فعل ذلك', 'لكن تفاصيل العملية مازالت تحت جدل كبير']",2,1
"['هل رويت الحكاية بشكل جيد؟', 'هل كانهناك رسالة خفية؟']","['جبار : ماذا عنا .. ماذا عن بقيتنا', 'الا نستحق ان يتمانقاذنا ماذا عني ؟']","['إنه شيءٌ محسوس لأي تصرف.', 'وليست كشيئٍ ذاعلاقة بالمعنى التجريدي']","['والآن تقسيم المجموعات ، وإجراء التجارب على كلمجموعة', 'لذا ما سأقوم به هو توزيعكم عشوائياً فيواحدةٍ من المجموعتين']",4,3
"['والبعض الآخر مجرد إختلاف في وجهةالنظر.', 'ولكن إختلاف وجهة النظر لا يفسدللود قضية']","['دعوني اخبركم عن توقعاتنا لما يمكن ان نصل اليه جراءكل هذا', 'الآن تخيلوا حالة مثل الصرع بحيث يكون فيهاالدماغ نشطاً بشدة']","['كنا أول من يدخل ويكتشف هذه الأشياء المجهولة.', 'وقد كنا خائفين بعض الشيئ لأن الأمر برمته كاناستكشافًا،']","['قبل اليوم، كنت رسامة.', 'وفي صيف هذا العام، زرتمتحف وصالات عرض مختلفة، ومن خلال تنقلي منمكان لآخر، لاحظت أن الفنون المرئية مفقودة هناك.']",1,2
"['تتحدث إليهم وتجعل من السهل لهم أنيخبروا أصدقائهم.', 'هناك أوتاكو صلصةحارة، لكن لا يوجد مسطردة أوتاكو']","['أعتقد أنّ هناك درسا هاما لنا جميعا', 'العمالقة ليسوابالقوة والعنفوان كما يبدون']","['بينما حللنا كل مشاكل النقل الأخرى.', 'أعني، انظرواكم الوقت استلزم الانتقال عبر قارة باستخدام عربةأمريكية من القرن التاسع عشر، ثم على سكة الحديد، ثمعلى الطائرة']","['أعني - هذا مثير للسخرية يبدوا مضحكاً هنا', 'لكنفي الحقيقة  هذا سبب نجاح شعار  ما وراء النفط']",3,4
"['هو الجزء الذى يسمح للسناجب بإيجادالجوز.', 'وإذ كنتم تتسائلون، قام أحدهمبالتجربة بالفعل حيث قاموا بتعطيل حاسةالشم لدى السناجب وأمكنهم مع ذلك العثورعلى الجوز']","[' حسناً ، سوف نبني شققاً صغيرة جداً', 'يق نحن لانريد العيش في شقة تقليدية صغيرة']","['لم نتمكن من أن نودع بعضنا', 'لم يخطر ببالنا أبداأنها النهاية']","['ولا يكون المترجم متوفرًا دائمًا.', 'لذلك نحن نحتاجلأدوات']",1,3
"['في الحقيقة كان صغيرٌ جداً', 'لقد ولدتفي الجزائر']","['وهنا ترون براءة اختراع لذراع في عام 1912.', 'وهيلا تختلف كثيراً عن التي ترونها لدى المرضى لدي']","['نحن نعتقد أن هذا حصل.', 'وأعتقد أنك سمعت هذامرات عديدة']","['ثم يأتي الجزء الاول من السؤال.', 'وثم يأتي الجزءالمفضل بالنسبة لي من السؤال']",4,1
"['لذا فهم يظنّون أنّها قد تتطوّر خلال خمسةأعوام', 'ومع أنّهم سيكونون مخطئيين، لنيكون هذا الأمر مهما']","['قمت بعرض منفرد يشمل فقط سبع دول.', 'كنت فيعمان ، وكنت في المملكة العربية السعودية']","['رفضت التخلي عن دراستها.', 'لكنها لم تعد بعدهالدراسة القانون']","['أليس ذلك مشوقاً .', 'وهذا يخيفكم ، يرعبكم']",3,4
"['لقد قرأت تيلر وأبديكي وستينبيكوجايتسكيل.', 'لم تكن لدي نظرة آحادية عنأمريكا']","['على ما يسمى بالتخصصات الجذعية. إنها مهمةجداً.', 'أنا لست هنا ﻷجادل ضد العلوم والرياضيات']","['و هنالك المكون التحفيزي، الذي هو، "" أنا أريدمساعدتك"".', 'السؤال هو ،ما علاقة هذا مع القيادة فيالأعمال ؟']","['و هناك مؤشرات أن السوق بدأ بإدراك الأمر.', 'هناكشركة أبدعت في البساطة و الأناقة']",4,2
"['فيتأخر تعليم الرياضيات حتى يتمكنالطالب من الحساب اليدوي', 'لانه منالصعب جداً القيام بالحسابات اليدوية .. ']","['أنا في غاية الامتنان.', 'أشكركم جميعا على تعليقاتكمالطيبة على ما قلته تلك الليلة']","['كان الصوت جزءاً كبيراً من حياتي. في الحقيقة، كانيتردد في ذهني كل يومٍ.', 'إذاً، كيف أمكنني فهمالصوت؟']","['حيث يتداخل ما أريد أنا مع ما تريده أنت', 'وهو مايعني إيجاد أرضية مشتركة']",4,2
"['عدت إلى مكتبي و أرسلت ثلاثة مقالات.', 'وبعد 20 دقيقة عاد منفعلا إلى مكتبي']","['نحن لا نتحدث عن هاري بوتر.', 'نحن نتحدث عن نهايةسلسلة طويلة هنا']","['لماذا نحن هنا؟', 'لماذا يوجد هذا الكون؟']","['سجل سهم الخليج الاستثمارية الارتفاع الاكبر', 'سجلسوق دبي المالي تراجعا اخر ']",4,1
"['ثانيًا الاجتماعية أو الطبيعة الثانية والتيتتعلق بالجوانب الثقافية والاجتماعية لحياتنا', 'وثالثًا الطبيعة التي تجعلكم متفردبن الطبيعةالفردية واتي أدعوها طبيعة التفرّد']","['وصلت إليه، واصطدمت بنا الموجة', 'رجعنا للشاطىء،وكان بخير']","['أود محاولة معالجة المسألة الشائكة التوازن بين الحياهو العمل.', 'لذلك توقفت عن العمل وقضيت عاما فيالمنزل مع زوجتي و أطفالي الأربعة الصغار']","['إذا وضعت مقدار الضعف منها، تحصل على مقدارالضعف من العرض.', 'إذا قمت بإطلاق نار من بندقيةفي المنتصف، لن يحدث شئ']",3,4
"['ومن ثم وجدت بعض الأشخاص يقولون،""اتركيه.""', 'وأخذت أفكر، حسنا، من هم كلالأشخاص']","['نظر الأطفال إليها ، وقالوا : ""ماذا؟""', 'قلت حسناإبدؤوا العمل']","['مع ذلك, لا يمكنك أن تحرقها, فهي رقيقة جداً', 'فتحترق بسرعة حيث لا يمكنك استخدامها للطهي']","['حتى في الأماكن الأكثر جفافًا، وعلوًا على الأرض،فالهواء لطيف ومشبع بالأكسجين المنبعث من على بعدآلاف الأميال عن طريق الغابات المطيرة.', 'أنا قلقة -- قلقة من أنّ هذا الحماس.']",3,4
"['وذلك يعني أن هناك الآلاف من الأفكار', 'بعض تلك الأفكار بشعة تماما والبعضرائعة']","['أنت حصلت عليها خطأ', 'و يقولوا ذلك بثقة مدهشة']","['سيخرجون فعلياً من سياراتهم ويحقدون عليكم فيوجوهكم.', 'التي هي إشارة أخرى للرفض في أمريكا']","['الأطفال والنساء هم أكثر المتضررين, لأنهم هم غالباًيجلسون حول نيران الطهي تلك.', 'لذا نريد أن نفحصاذا كان بامكاننا تقديم تقنية صنع الفحم هناك']",1,2
"['من أين تأتي بأفكارك؟', 'في غرفة الطعام']","['لمن الرائع, ان تستطيع إحراز تقدم كبير من خلالدراسة التركيب الكيميائي للنجوم', 'في الحقيقة اخبرونيان احد النجوم التي نشاهدها في الطيف نجم غريب  قادم من مجرة أخرى']","['إذاً تخيل أنك تملك أداة وتمتلك طرفاً حاداً لتجري ثقباًفي منديل', 'ما هي أسهل طريقة لإرجاع الطرف الحادمرة أخرى ؟']","['في تلك اللحظة، أطلقوا النار على أصابعي.', 'لقدسقطت  ثم هرعوا للإنضمام للبقية ']",2,1
"['وقد ظهر في مستشفى الأطفال ببطنمنتفخ كضحية مجاعة.', 'وليس المشكل أنه لايأكل، إنما أنه حين يأكل، تنفتح أمعاؤهأساسا وينسكب البراز في أحشائه']","['ولكن بقيت كلماتها عالقة في ذهني.', 'بعد مرورعامين، شهدت بلادي مجاعة للمرة الثانية']","['وهذه هي طريقة عمل المجتمع .', 'ذلك ما حققناهكمجموعات من نوع واحد']","['حقررت فقط أن ترك الخمس دولارات في مغلف فيمترو الإنفاق.', 'في بعض الأحيان يجدها شخص جيدفي بعض الأحيان يجدها شخص سيء']",1,2
"['لذا فسوف أبدأ بتطبيق تلك الفكرة علىأمراض الإسهال.', 'الكائنات المسببةللإسهال تنتقل بثلاث طرق أساسية']","['أنت كذلك تستطيع أن توقف وتعاكس التدهور لسرطانالبنكرياس في مراحله الأولى وكذلك سرطان الثديبالقيام بهذه الأشياء بكل بساطة', 'وجدنا كذلك أن نموالورم قد تراجع في 70 بالمئة من الأشخاص الذين قاموابهذه التغييرات بينما كانت النسبة 9 بالمئة فقط فيالأشخاص الآخرين']","['أستطيع أن أقول لكم أنه كلما زاد بحثكم عن كواكبتشبه الأرض، زاد تقديركم لكوكبنا نفسه.', 'ويثير كل منهذه العوالم الجديدة مقارنة بين الكواكب المكتشفة حديثًاوالكواكب المتواجدة في مجموعتنا الشمسية.']","['وسوف نقوم بهذا .. هكذا ..', 'لدينا شريط فيديو يشرحتتابع هذه العملية']",1,4
"['تستخدم الإنتشار ليوصلك لبيع منتجاتأكثر.', 'تجني الأرباح من شراء المزيد منالإعلانات']","['حسنًا، عليكم أن تتحلوا بروح الدعابة حيال الأمر، ذلكما أظن.', 'لا، ولكن لحظة، اسمعوا، ستجدون أنيشخص لا يكره عمله تمامًا']","['هل تذهب للمجلس و تقول أنظروا , أنا لدي فكرة رائعةلمنتج غير مكتمل في السوق الثانوي مع مستهلكين لمنتعامل معهم من قبل ', 'أستطيع أن أضمن بأنناسنحصل على عائد منها خلال الثلاثة سنوات القادمة']","['وكما تعلمون، النوم مهم جدا.', 'خلال نومك، ستظلّتستقبل الفن']",1,2
"['شهدنا وباء الإنفلونزا', 'لقد شهدنا الأزمةالمالية ']","['الفن, في الحس الأفلاطوني, هو الحقيقة, هو الجمال, و الحب.', 'هذه هي حتماً  النقطة التي يبتعد فيهاالفنانون عن المهندسون']","['حسنا، قال، ""ألا يمكننا تجربة جلسة علاج بالصدماتالكهربية؟""', 'هل تعلمون لماذا وافقوا؟ وافقوا لكىيسخروا منه']","['فجميع ردود الفعل عن الطيران أو القتال تعمل', 'وهذاعكس طريقة الغضب والخوف والذعر']",2,3
"['الروبية الهندية سجلت اعلى حجم تداولاتشهري', 'شهدت ازواج العملات الاخرىاليورو والين زيادة التداول']","['ولكن السؤال هو: هل يمكننا امتلاك ازدواجيتنا؟', 'هلنمتلك الشجاعة للتمسك بكلا الأمرين؟']","['لغة الإشارة الفرنسيه اعتُمِدت في امريكا في أوائلالقرن التاسع عشر ومع مرور الوقت، اختلطت مع لغةالإشارة المحلية، وتطورت لتصبح اللغة المعروفة اليوم باسملغة الإشارات الأمريكية.', 'كشخص أصم يعيش فيعالم الصوت، يشبه ذلك العيش في بلد أجنبي، أمتثللقواعده وعاداته وسلوكياته ومعاييره دون تفكير بدونالتشكيك فيها أبداً.']","['لا نسامح. لا ننسى.', 'نحن أساس الفوضى']",1,4
"['وستدركون أنكم قضيتموها في عدة أماكنمختلفة .', 'سواء قضيتموها في الراحة أوالعمل']","['عندما بدأنا في التفكير في هذا الموضوع , توقفنا عندهاتين المشكلتين.', 'ثم ادركنا ان هناك طريقة لحل كلتاالمشكلتين بنفس الحل']","['نحن نتحدث عن الكتب حول هندسة المعادلاتالتفاضلية الجزئية.', 'حسناً، عن الكتب التي ربما تبيع100 نسخة سنوياً، 1000 نسخة سنوياً']","['""لا تتشجأ، وعندما تأكل، تأكد من أنك لا تقوم بكشطالطبق بالأدوات.""', '""لا تصدر صوتا عاليا عندما تأكلمن كيس رقائق البطاطا! ""']",2,4
"['لذا هذه المرأة، أم هذا الصبي قامت بتركيبالمرحاض في بضع ساعات.', 'طوال حياتها،كانت تستخدم حقل الموز الذي خلفها ولكنهاقامت بتركيب المرحاض في بضع ساعات']","['سألنا الطلاب ما الذي يجعلكم تتفوقون بالرياضيات', 'إن لم أولد عبقريا في الرياضيات،فمن الأفضل لي أنأدرس شيئا أخر']","['إنه حوالي 300 صفحة، مجلد.', 'يكلف هذا، أيتخمين؟']","['قانون فوريور للتوصيل الحراري', 'انها معادلةاشتقاقيه']",1,3
"['لا أحد لإلقاء نظرة على التشخيص.', 'لاأحد لمعرفة أي أداة ينبغي أن تستخدم']","['كنت أتناول العشاء مع زميلي وقد أخبرته وأنا محرجنوعاً ما عن قصة كسرى للزجاج و نسيان جواز سفري.', 'كان شيئا قد تعلمه من عالم النفس غاري كلاين الذيكان قد كتب عنه قبل بضع سنوات والذي يدعى أيضا بماقبل الموت']","['آفاق المريخ تشبه صحاري عالمنا', 'أنظر إلى مدىهجرنا لصحاري كوكبنا.']","['ما هي فائدة الشعر وما هي فائدة الحب؟', 'ما فائدةالحياة نفسها؟']",1,2
"['هذه التغيرات البيئية على المستوى الكوكبيالتي وضعناها في الحركة تفوق سرعتهاقدرتنا على تغيير مسارها.', 'لسوء الحظ.']","['كما ستوّد التفكير بأشياء من قبيل نوعية الحياة.', 'قدتغير رأيك في لحظة أنفعال ولكن على الأقل قد مارستهذا النوع من التفكير.']","['أتعلم وأعكس ذلك السلوك.', 'ومع ذلك، أدركت الآن أنهذا لم يكن صحيحاً على الإطلاق.']","['بيعت المزاد نوعه بالمنطقة للقطعة الواحدة وشهد المزادالمخصص حصريا للشركات ودور المجوهرات مشاركةنخبة اندر اللالئ الطبيعية والمستنبتة العالم وهيمنتمنافسة شديدة المزاد بيعت', 'معظم اللالئ المشاركةبقيمة تفوق قيمتها التقديرية الاولية الامر يوكد مرونةسوق اللالئ النادرة والفاخرة رغم الظروف الاقتصاديةالسائدة ورغم الازمة الاقتصادية العالمية الراهنة شاركت']",2,1
"['وقد اصابني الهلع', 'وقلت يا إلهي']","[' سوف ينتبه بعضكم الى ذلك ..', 'لأننا نميز و نتعرفعلى النمط الصوتي من بين الضجة المحيطة به وخاصةان كان النمط الصوتي هو إسمنا']","['فقالوا، "" حسناً، هذا تغيير جذري. ينبغي ان نفكربالأمر.""', 'وكنت مع فريقي نتهامس، لن يفعلوا ذلكمطلقا']","['وكم يحق لهم؟', 'ومن سيقوم بالدفع؟']",1,4
"['في هذه اللحظة تحديداً، يمكن أن ينتهيبنا الحال برؤية إنفجار نووي في أحدمدننا.', 'لا أعتقد أننا سنشهد حرب نوويةشاملة خلال وقت قريب']","['تريد قضاء اليوم في الصيد معه.', 'أما هايدي؟ لالست متأكدا']","['هذه مشاكل مهمة و اساسية.', 'هذه في الواقعإحصائية مذهلة']","['لا، إنها في الواقع وجهين لنفس الهدف: فهي لفهموصيانة وتحسين الحياة في المستقبل.', 'لأن البيئاتالقاسية لعالمنا الخاص هي آفاق غريبة دخيلة.']",1,2
"['أخبرتكم عن ثلاثة اشياء السنة الماضيه.', 'اخبرتكم أن إحصائيات العالم ليست متاحةبشكل جيد']","['حينما تنظروا في الدليل، سترون هذا', 'وهو الشيءالذي أصابني فعلا بالجزع']","['إذا كنت تعزف على آلة موسقية ولاحظت وجود ""p"" فيالنوتة، عليك أن تعزف بنعومة.', 'وإذا لاحظت اثنينفيجب أن تعزف بنعومة أكثر،واذا لاحظتأربعة فعليك أنتعزف بنعومة الى أبعد حد.']","['أحصل على اثنين من الأسئلة حول هذا المشروع.', 'واحد هو، لماذا لا يحدث الآن؟']",3,2
"['لأنكم ترون الآن ,أنا قدمت إحصائيات غيرموجودة.', 'لأن هذا هو ما نحن عليه الآن']","['ينبغي أن تحدد طاولة معينةً لتضع عليها نظاراتالقراءة الخاصة بك', 'ينبغي أن تحدد درجا معينا لجوازسفرك.']","['و، تعلمون، هي الصورة ذاتها، والشخص نفسه.', 'وعدد محدود يراها  لا أكتب هذا للقراء،']","['و لكن هذه ليست القصة كاملةً.', 'لان هذا كان وقتتحول كبير كذلك']",1,3
"['أنا لا أقول يجب عليك أن تأخذ الستاتين أملا.', 'ما أعنيه هو أنه يجب عليك أن تجريهذه المحادثة مع طبيبك.']","['يكون في مصلحتكم أن أكون أنا سليمه، سعيدة ،واتغذى بشكل جيد.', 'وبالتالي، يمكنك مشاركة بعضمواردك الغذائية بدلا من احتكارها']","['وقد أتضح، أنه كلما تقدم بك العمر، يقل إحتمالالطلاق.', 'لذا فمعدل الطلاق مستقر هنا في أمريكا']","['المحركات البخارية خطيرة وقد كان لها أثر هائل علىالعالم', 'إلا أنه من الأفضل أن يكون كبيرا فهي ليستجيدة لإنتاج الطاقة متفرقة']",3,1
"['النظام الذي وجدناه فعالا في عكس أمراضالقلب والسرطان هو نظام آسيوي', 'ولكنالآسيويين بدؤوا يأكلون كما نأكل وهو السببوراء ظهور الأمراض لديهم كما هو الحاللدينا']","['فهناك الكثير من التقدير لهذا النوع من الهندسةالمعمارية الطريفة', 'لقد كنت دائما معارضا لذلك  وأعتقدأن هناك حاجة إلى العاطفة']","['تؤثر في قلوبنا', 'تؤثر في عقولنا']","['ا تزعج نفسك وتحاول أن تعرف اذا كانت 40 درجةمئوية أو فهرنهايت، 40 درجة تحت الصفر يعتبر نفسالشيء-- كان الجو باردا جدا.', 'قدت باتجاه منزلي،كان الوقت حينها منتصف الليل، في شتاء مونتريال،كنت في زيارة لصديقي جيف يسكن في الجانب الاخر. كان مقياس الحرارة الموجود على الشرفة الأمامية يشيرإلى 40 تحت الصفر.']",3,2
"['هذا مفتوح و هذا مغلق', 'هذا جديد ، وهذا تقليدي']","['في ثقافة الصم، تعادل الحركة الصوت.', 'هكذا يمكنناالتعبير عن كلمة ""موظفون"".']","['وأعتقد أن هذا ما سيحدث.', 'في الواقع، إنه يحدثبالفعل']","[' اكتشفت أن مفاتيحي ليست معي.', 'كان الطقسباردا.']",3,4
"['غيّرت الذئاب من سلوك الأنهار.', 'بدأت فيتغيير مسارها قليلاً']","['لم يمضِ هذا على نحو جيد.', 'أنا فعلاً لا أفهم لماذاتضحكون']","['يتعلق بشرعية قاعدة البيانات المستعملة وموافقةالاشخاص المستهدفين', ' ومعلوم الرسائل النصيةالاشهارية ترد هواتف الزبناء دائما مصدرها شركاتالاتصالات']","['و بقيتكم قد شاهد أطفالا.', 'أناس صغار يركضون فياﻷنحاء']",3,2
"['القانون الثاني: لا يضرب أي رجل زوجته.', 'إذا قام بضربها، سنقوم بسجنه، ونناديالمشايخ الأكبر سناً']","['الآن سوف نغير وننظر إلى مستوى نصيب الفرد منالدخل.', 'المحور العمودي يمثل الآن آلاف الدولاراتبسعر اليوم']","['انا رجل في متوسط العمر', 'انا لست متوافقا معالعواطف']","['منذ سنوات عديدة، سأل الفيزيائي انريكو فيرمي، نظرًاللحقيقة المزعومة أن كوننا قد كان حولنا لفترة طويلة جدًاونحن نتوقع أن هناك العديد من الكواكب ضمن حدوده،كان ينبغي علينا العثور على أدلة لوجود الكائناتالفضائية الآن.', 'حسنًا، الحل الممكن الوحيد لمفارقةفيرمي هي أنه كلما أضحت الحضارات متقدمةتكنولوجيًا بما في الكفاية للنظر في العيش بين النجوم،يغيب عن بالها أهمية  المحافظة عم يعزز هذاالتقدم\xa0.']",1,3
"['و امريكا ليست على استعداد.', 'نحننسير نائمون نحو المستقبل']","['سنستعرض صورتين', 'لقد تلقيت جائزة ما على ماأعتقد؟']","['ولكن ماذا بعد؟', 'ما الجديد الذي تقدمه؟']","['و ذهبت إلى كامبريدج . و هنالك وقعت في حبالفيزياء النظرية', 'حسنا   لن أقوم بشرح هذه المعادلة ولكن الفيزياء النظرية موضوع مدهش حقا']",4,2
"['وهنا كيف يعمل.', 'بسيطة جدا جدا']","['أدركت أن: الصوت يشبه المال والقوة والسلطة -- كأنهعُملة اجتماعية.', 'في مخيلتي، كنت دائما أشعر أنالصوت شيء خاص بكم، شيء خاص بالقادرين علىالسماع.']","['.و كا نت تستحق ا لمخاطرة.', 'اعتقد اننا نستطيع النجاح']","['هذه هي الأماكن العامة الجيدة.', 'أماكن تستحقالإهتمام  و محددة جيدا']",2,3
"['إنه واضح بشكل تماما، ليس له رائحة، ليسله لون.', 'إنه آمن جدا إلى درجة أنه يمكنكمشربه']","['ليس لدي إجابة.', 'لكن عندي بعض الاقتراحات،']","['و قد نجح ذلك.', 'الموقع الإكتروني إنتشر سريعاً']","['إذاً، السيد آل غور، شكراً لك.', 'لقد دمرت حياتي،لكنك أعطيتني مستقبل مذهل']",2,4
"['يتكلمون عن أشياء لم يروها.', 'إنه شيءرائع  إنها لحظة مدهشة']","['كل شيء مرتبط بالعلاقات.', 'العلاقات هي الموردالحاسم لنا']","['وهي الممثلة هنا في الأعمدة الزرقاء.', 'ومتوسط دخلالفرد في أفريقيا لم يتحسن']","['هذه هي الفكرة كلها.', 'وما هو الأثر؟']",2,4
"['وانا اتشوق لأعرف الى اين سيأخذنا فيالنهاية', 'لهذا السبب وجدت بان هذاالمشروع مشوق جداً']","['أصبح الصوت جزءاً من مجالي الفني.', 'أعرفالصوت في الحقيقة.']","['أحببت الإحصاء من سن مبكرة.', 'و قد درست كثيراًفي السويد']","['وفي الواقع, ليس لدي مكان مفضل.', 'هناك العديد منالأماكن الرائعة']",4,3
"['كيف سينتهي بك المطاف عمل ذلك؟', 'واذانحن في بعض اللعب الجاد']","[' هذه النقطة الإحصائية التى يجب أن تسأل عنهايتجنب معظم الأطباء وشركات الأدوية الحديث عنها.', 'والآن ماذا نعني بذلك؟']","['نعم، هناك الكثير من الضحك. نعم، بالتأكيد.', 'الكثيرمن الضحك وقدرا لا بأس به من الخجل']","['الكثير من الأخبار الجيدة', 'أهناك أخبار جيدة ؟بالطبع ، هناك أخبار جيدة']",4,2
"['إن الأمر لمذهل، إذا ما فكّرتم بالكوكاكولا.', 'إنهم يبيعون مليار ونصف عبوة في كل يوم']","['لقد ولدت صماء، وعلموني أن الصوت ليس جزء منحياتي', 'أود أن أتحدث معكم قليلا عن قصة لغة الإشارةالأمريكية، الـASL وجوانب من حياتي الشخصية.']","['لذا فمن المستبعد جداً أن يكون لديكم نفس المكونات , نفس الدوائر الكهربية .', 'لذا   كيف لنا أن نكوْن حقيقةأننا نستطيع أن نفهم كل واحد منها ؟']","['آمل في أن تفهموا لغتي الإنجليزية.', 'إنها فيالصباح عسيرة، وبعد الظهر أسوأ']",2,3
